Date,YearMonthDay,YearMonth,Diseases,DiseasesCN,Cases,Deaths,Incidence,Mortality,ProvinceCN,Province,ADCode,DOI,URL,Source
2007-01-01 00:00:00,2007/01/01,2007 January,Tertiary syphilis,III期梅毒,146.0,0.0,0.011107084159137432,,全国,Total,100000,missing,https://www.phsciencedata.cn/Share/ky_sjml.jsp,The Data-center of China Public Health Science
2007-01-01 00:00:00,2007/01/01,2007 January,Tertiary syphilis,III期梅毒,3.0,0.0,0.018975153238593764,,北京,Beijing,110000,missing,https://www.phsciencedata.cn/Share/ky_sjml.jsp,The Data-center of China Public Health Science
2007-01-01 00:00:00,2007/01/01,2007 January,Tertiary syphilis,III期梅毒,,,,,天津,Tianjin,120000,missing,https://www.phsciencedata.cn/Share/ky_sjml.jsp,The Data-center of China Public Health Science
2007-01-01 00:00:00,2007/01/01,2007 January,Tertiary syphilis,III期梅毒,,,,,河北,Hebei,130000,missing,https://www.phsciencedata.cn/Share/ky_sjml.jsp,The Data-center of China Public Health Science
2007-01-01 00:00:00,2007/01/01,2007 January,Tertiary syphilis,III期梅毒,,,,,山西,Shanxi,140000,missing,https://www.phsciencedata.cn/Share/ky_sjml.jsp,The Data-center of China Public Health Science
2007-01-01 00:00:00,2007/01/01,2007 January,Tertiary syphilis,III期梅毒,3.0,0.0,0.012515592342126233,,内蒙古,Inner Mongolia,150000,missing,https://www.phsciencedata.cn/Share/ky_sjml.jsp,The Data-center of China Public Health Science
2007-01-01 00:00:00,2007/01/01,2007 January,Tertiary syphilis,III期梅毒,3.0,0.0,0.00702412057249486,,辽宁,Liaoning,210000,missing,https://www.phsciencedata.cn/Share/ky_sjml.jsp,The Data-center of China Public Health Science
2007-01-01 00:00:00,2007/01/01,2007 January,Tertiary syphilis,III期梅毒,4.0,0.0,0.014689685354651788,,吉林,Jilin,220000,missing,https://www.phsciencedata.cn/Share/ky_sjml.jsp,The Data-center of China Public Health Science
2007-01-01 00:00:00,2007/01/01,2007 January,Tertiary syphilis,III期梅毒,1.0,0.0,0.0026157436483335646,,黑龙江,Heilongjiang,230000,missing,https://www.phsciencedata.cn/Share/ky_sjml.jsp,The Data-center of China Public Health Science
2007-01-01 00:00:00,2007/01/01,2007 January,Tertiary syphilis,III期梅毒,9.0,0.0,0.04958676319923879,,上海,Shanghai,310000,missing,https://www.phsciencedata.cn/Share/ky_sjml.jsp,The Data-center of China Public Health Science
2007-01-01 00:00:00,2007/01/01,2007 January,Tertiary syphilis,III期梅毒,7.0,0.0,0.009271531774930121,,江苏,Jiangsu,320000,missing,https://www.phsciencedata.cn/Share/ky_sjml.jsp,The Data-center of China Public Health Science
2007-01-01 00:00:00,2007/01/01,2007 January,Tertiary syphilis,III期梅毒,15.0,0.0,0.030120483742197814,,浙江,Zhejiang,330000,missing,https://www.phsciencedata.cn/Share/ky_sjml.jsp,The Data-center of China Public Health Science
2007-01-01 00:00:00,2007/01/01,2007 January,Tertiary syphilis,III期梅毒,6.0,0.0,0.009819975142042258,,安徽,Anhui,340000,missing,https://www.phsciencedata.cn/Share/ky_sjml.jsp,The Data-center of China Public Health Science
2007-01-01 00:00:00,2007/01/01,2007 January,Tertiary syphilis,III期梅毒,19.0,0.0,0.05340089802322804,,福建,Fujian,350000,missing,https://www.phsciencedata.cn/Share/ky_sjml.jsp,The Data-center of China Public Health Science
2007-01-01 00:00:00,2007/01/01,2007 January,Tertiary syphilis,III期梅毒,,,,,江西,Jiangxi,360000,missing,https://www.phsciencedata.cn/Share/ky_sjml.jsp,The Data-center of China Public Health Science
2007-01-01 00:00:00,2007/01/01,2007 January,Tertiary syphilis,III期梅毒,3.0,0.0,0.0032226883100838037,,山东,Shandong,370000,missing,https://www.phsciencedata.cn/Share/ky_sjml.jsp,The Data-center of China Public Health Science
2007-01-01 00:00:00,2007/01/01,2007 January,Tertiary syphilis,III期梅毒,,,,,河南,Henan,410000,missing,https://www.phsciencedata.cn/Share/ky_sjml.jsp,The Data-center of China Public Health Science
2007-01-01 00:00:00,2007/01/01,2007 January,Tertiary syphilis,III期梅毒,2.0,0.0,0.00351308396304046,,湖北,Hubei,420000,missing,https://www.phsciencedata.cn/Share/ky_sjml.jsp,The Data-center of China Public Health Science
2007-01-01 00:00:00,2007/01/01,2007 January,Tertiary syphilis,III期梅毒,,,,,湖南,Hunan,430000,missing,https://www.phsciencedata.cn/Share/ky_sjml.jsp,The Data-center of China Public Health Science
2007-01-01 00:00:00,2007/01/01,2007 January,Tertiary syphilis,III期梅毒,24.0,0.0,0.025795328279032536,,广东,Guangdong,440000,missing,https://www.phsciencedata.cn/Share/ky_sjml.jsp,The Data-center of China Public Health Science
2007-01-01 00:00:00,2007/01/01,2007 January,Tertiary syphilis,III期梅毒,19.0,0.0,0.040262744498959495,,广西,Guangxi,450000,missing,https://www.phsciencedata.cn/Share/ky_sjml.jsp,The Data-center of China Public Health Science
2007-01-01 00:00:00,2007/01/01,2007 January,Tertiary syphilis,III期梅毒,,,,,海南,Hainan,460000,missing,https://www.phsciencedata.cn/Share/ky_sjml.jsp,The Data-center of China Public Health Science
2007-01-01 00:00:00,2007/01/01,2007 January,Tertiary syphilis,III期梅毒,2.0,0.0,0.0071225114345688885,,重庆,Chongqing,500000,missing,https://www.phsciencedata.cn/Share/ky_sjml.jsp,The Data-center of China Public Health Science
2007-01-01 00:00:00,2007/01/01,2007 January,Tertiary syphilis,III期梅毒,7.0,0.0,0.008568973473090026,,四川,Sichuan,510000,missing,https://www.phsciencedata.cn/Share/ky_sjml.jsp,The Data-center of China Public Health Science
